"program","facility_name","facility_oid","org_name","org_oid","cert_ehr","validator_keyid"
"MDCH_CANCER","Riverside Medical Associates","2.16.840.1.113883.3.5416.1.2835.1","Riverside Medical Associates","2.16.840.1.113883.3.5416.1.2835","iPatientCare","BF"
"MDCH_CANCER","Rochester Dermatology Clinic","2.16.840.1.113883.3.5416.1.362.1","Rochester Dermatology Clinic","2.16.840.1.113883.3.5416.1.362","Modernizing Medicine","94"
"MDCH_CANCER","Sable Point","2.16.840.1.113883.3.137.4.903.13.32","Mercy Health Physician Services","2.16.840.1.113883.3.137.4.903.13","NextGen ","58"
"MDCH_CANCER","Saint Mary's Heritage Ped and Adol Med","NA","Trinity Health ","NA","NextGen ","6E"
"MDCH_CANCER","Saint Mary's Immun and Inf Disease","2.16.840.1.113883.3.137.4.903.37.33","Trinity Health ","2.16.840.1.113883.3.137.4.903.37.33","NextGen ","6E"
"MDCH_CANCER","Saint Mary's OBGYN - East Beltline","2.16.840.1.113883.3.137.4.903.37.26","Trinity Health ","2.16.840.1.113883.3.137.4.903.37.26","NextGen ","6E"
"MDCH_CANCER","Singh and Arora Oncology-Hematology PC","1.3.6.1.4.144402.1","Singh and Arora Oncology-Hematology PC","1.3.6.1.4.144402","Flatiron ","C0"
"MDCH_CANCER","SJH and MC Macomb Hematology Oncology","2.16.840.1.113883.3.4825.4004.1","St John Providence Health System","2.16.840.1.113883.3.4825","Flatiron ","68"
"MDCH_CANCER","Skincare Associates PC","2.16.840.1.113883.3.5416.1.163.1","Skincare Associates PC","2.16.840.1.113883.3.5416.1.163","Modernizing Medicine","C1"
"MDCH_CANCER","South Lyon Dermatology, PC","2.16.840.1.113883.3.5416.1.2905.1","South Lyon Dermatology, PC","2.16.840.1.113883.3.5416.1.2905","Modernizing Medicine","DD"
"MDCH_CANCER","Sparta Health Center","2.16.840.1.113883.3.137.4.903.37.32","Trinity Health ","2.16.840.1.113883.3.137.4.903.37.32","NextGen ","6E"
"MDCH_CANCER","St Mary Mercy Primary Care Central","2.16.840.1.113883.3.137.4.904.70.1","Trinity Health ","2.16.840.1.113883.3.137.4.904.70.1","NextGen ","6E"
"MDCH_CANCER","St. John Gynecology Oncology","2.16.840.1.113883.3.4825.4002.1","St John Providence Health System","2.16.840.1.113883.3.4825","Flatiron ","68"
"MDCH_CANCER","St. John Hematology Oncology Clinic","2.16.840.1.113883.3.4825.4001.1","St John Providence Health System","2.16.840.1.113883.3.4825","Flatiron ","68"
"MDCH_CANCER","St. Mary Mercy Primary Care Campus","2.16.840.1.113883.3.137.4.904.70.6","Trinity Health ","2.16.840.1.113883.3.137.4.904.70.6","NextGen ","6E"
"MDCH_CANCER","St. Mary Mercy Sports Medicine","2.16.840.1.113883.3.137.4.904.70.4","Trinity Health ","2.16.840.1.113883.3.137.4.904.70.4","NextGen ","6E"
"MDCH_CANCER","Toledo Clinic Cancer Center - Adrian","1.3.6.1.4.1.46734.1","Toledo Clinic Inc.","1.3.6.1.4.1.46734","Flatiron ","92"
"MDCH_CANCER","Toledo Clinic Cancer Center - Monroe","1.3.6.1.4.1.46734.2","Toledo Clinic Inc.","1.3.6.1.4.1.46734","Flatiron ","92"
"MDCH_CANCER","UofM Allegiance Cardiac Surgery","2.16.840.1.113883.17.4030.6","Jackson Community Medical Record ","2.16.840.1.113883.17.4061","NextGen ","72"
"MDCH_CANCER","Urologic Clinic of Southeastern Michigan","2.16.840.1.113883.3.5416.1.1508.1","Urologic Clinic of Southeastern Michigan","2.16.840.1.113883.3.5416.1.1508","NextGen","78"
"MDCH_CANCER","Vendor Testing - Athenahealth","NA","NA","NA","Athenahealth","AB"
"MDCH_CANCER","Vendor Testing - Epic","NA","NA","NA","Epic","A6"
"MDCH_CANCER","Vendor Testing - Flatiron","NA","NA","NA","FlatIron","A7"
"MDCH_CANCER","Vendor Testing - iPatientCare","NA","NA","NA","iPatientCare","7C"
"MDCH_CANCER","Vendor Testing - Meditab","NA","NA","NA","Meditab","A8"
"MDCH_CANCER","Vendor Testing - Modernizing Medicine","NA","NA","NA","Modernizing Medicine","A9"
"MDCH_CANCER","Vendor Testing - Nextech","NA","NA","NA","Nextech","AA"
"MDCH_CANCER","Vendor Testing - NextGen","NA","NA","NA","NextGen","7F"
"MDCH_CANCER","Wendy Sadoff MD Dermatology PC","2.16.840.1.113883.3.5416.1.177.1","Wendy Sadoff MD Dermatology PC","2.16.840.1.113883.3.5416.1.177","Modernizing Medicine","C2"
"MDCH_CANCER","West MI Gastroenterology","2.16.840.1.113883.3.137.4.903.13.6","Trinity Health ","2.16.840.1.113883.3.137.4.903.13.6","NextGen ","6E"
"MDCH_CANCER","West View Family Medicine","2.16.840.1.113883.3.137.4.903.13.23","Mercy Health Physician Services","2.16.840.1.113883.3.137.4.903.13","NextGen ","58"
"MDCH_CANCER","Westshore Cardiology","2.16.840.1.113883.3.137.4.903.13.33","Trinity Health ","2.16.840.1.113883.3.137.4.903.13.33","NextGen ","6E"
"MDCH_CANCER","Westside Ob/Gyn Canton","2.16.840.1.113883.3.137.4.904.70.2","Trinity Health ","2.16.840.1.113883.3.137.4.904.70.2","NextGen ","6E"
"MDCH_CANCER","Westside Ob/Gyn Livonia","2.16.840.1.113883.3.137.4.904.70.3","Trinity Health ","2.16.840.1.113883.3.137.4.904.70.3","NextGen ","6E"
"MDCH_EPATH","Altarum","2.16.840.1.113883.3.3380","Altarum","2.16.840.1.113883.3.3380","NA","C5"
"MDCH_ICBR","Aetna Better Health of Michigan","2.16.840.1.113883.3.6259","NA","2.16.840.1.113883.3.6259","NA","96"
"MDCH_ICBR","AmeriHealth Michigan","2.16.840.1.113883.3.6431","NA","2.16.840.1.113883.3.6431","NA","97"
"MDCH_ICBR","Detroit Wayne Mental Health Authority","2.16.840.1.113883.3.5416.1.1500","NA","2.16.840.1.113883.3.5416.1.1500","NA","9D"
"MDCH_ICBR","Fidelis SecureCare of Michigan","2.16.840.1.113883.3.5416.1.1533","NA","2.16.840.1.113883.3.5416.1.1533","NA","98"
"MDCH_ICBR","HAP Midwest Health Plan","2.16.840.1.113883.3.6363.6500","NA","2.16.840.1.113883.3.6363.6500","NA","99"
"MDCH_ICBR","Macomb County Community Mental Health Services","2.16.840.1.113883.3.5416.1.1504","NA","2.16.840.1.113883.3.5416.1.1504","NA","9E"
"MDCH_ICBR","Meridian Health Plan","2.16.840.1.113883.3.5857","NA","2.16.840.1.113883.3.5857","NA","9A"
"MDCH_ICBR","Molina Healthcare, Inc.","2.16.840.1.113883.3.6307","NA","2.16.840.1.113883.3.6307","NA","9B"
"MDCH_ICBR","Northcare Network","2.16.840.1.113883.3.5416.1.2732","NA","2.16.840.1.113883.3.5416.1.2732","NA","9F"
"MDCH_ICBR","Southwest Michigan Behavioral Health","2.16.840.1.113883.3.6400","NA","2.16.840.1.113883.3.6400","NA","A0"
"MDCH_ICBR","Upper Peninsula Health Plan","2.16.840.1.113883.3.6325","NA","2.16.840.1.113883.3.6325","NA","9C"
"MDCH_NBSCREEN","Alpena Regional Medical Center","2.16.840.1.113883.3.1199.1","Alpena Regional Medical Center","2.16.840.1.113883.3.1199","Meditech","33"
"MDCH_NBSCREEN","Covenant Healthcare","2.16.840.1.113883.3.5044.86","Covenant Healthcare","2.16.840.1.113883.3.5044","Epic","3E"
"MDCH_NBSCREEN","Henry Ford Health System","2.16.840.1.113883.3.3823.101","Henry Ford Health System","2.16.840.1.113883.3.3823","Epic Stork","C4"
"MDCH_NBSCREEN","Henry Ford Macomb Hospital","2.16.840.1.113883.3.3823.106","Henry Ford Health System","2.16.840.1.113883.3.3823","Epic Stork","C4"
"MDCH_NBSCREEN","Henry Ford West Bloomfield","2.16.840.1.113883.3.3823.104","Henry Ford Health System","2.16.840.1.113883.3.3823","Epic Stork","C4"
"MDCH_NBSCREEN","Henry Ford Wyandotte Hospital","2.16.840.1.113883.3.3823.105","Henry Ford Health System","2.16.840.1.113883.3.3823","Epic Stork","C4"
"MDCH_NBSCREEN","Marquette Hospital","NA","Marquette Hospital","NA","NA","54"
"MDCH_NBSCREEN","Metro Health Hospital","NA","Metro Health Hospital","NA","NA","59"
"MDCH_NBSCREEN","Oaklawn Hospital","2.16.840.1.113883.3.1195.10018","Oaklawn Hospital","2.16.840.1.113883.3.1195","Cerner","82"
"MDCH_NBSCREEN","St. Joseph Health System","NA","St. Joseph Health System","NA","Epic","DF"
"MDCH_NBSCREEN","St. Mary's of Michigan","NA","St. Mary's of Michigan","NA","Epic","6C"
"MDCH_NBSCREEN","War Memorial Hospital","2.16.840.1.113883.3.1145.2","War Memorial Hospital","2.16.840.1.113883.3.1145","Meditech","E0"
"MDCH_NBSCREEN","Westshore Medical Center","NA","Westshore Medical Center","NA","Meditech","E1"
"MDCH_NBSCREEN","WMH Community Care-Kinross","NA","War Memoral Hospital","2.16.840.1.113883.3.1145","Meditech","E2"
"MDCH_NBSCREEN","WMH Drummon Island Medical Center","NA","War Memorial Hospital","2.16.840.1.113883.3.1145","Meditech","DE"
"MDCH_NBSCREEN","WMH Family Care -Cedarville","NA","War Memoral Hospital","2.16.840.1.113883.3.1145","Meditech","E3"
"MDCH_SYNDROMICIG","Allegan General Hospital","2.16.840.1.113883.3.271.3190","Allegan General Hospital","2.16.840.1.113883.3.271.3190","McKesson Paragon","31"
"MDCH_SYNDROMICIG","Allegiance Health ER","2.16.840.1.113883.3.4420.1","Allegiance Health","2.16.840.1.113883.3.4420","McKesson Horizon","32"
"MDCH_SYNDROMICIG","Alpena Regional Medical Center","2.16.840.1.113883.3.1199.1","Alpena Regional Medical Center","2.16.840.1.113883.3.1199","Meditech","33"
"MDCH_SYNDROMICIG","Altarum","2.16.840.1.113883.3.3380","Altarum","2.16.840.1.113883.3.3380","NA","C5"
"MDCH_SYNDROMICIG","Aspirus Grand View Hospital-Ironwood","2.16.840.1.113883.3.5025.9711","Aspirus Health System","2.16.840.1.113883.3.5025","EpicCare Inpatient","34"
"MDCH_SYNDROMICIG","Aspirus Iron River","2.16.840.1.113883.3.5025.9712","Aspirus Health System","2.16.840.1.113883.3.5025","EpicCare Inpatient","34"
"MDCH_SYNDROMICIG","Aspirus Keweenaw Hospital-Laurium","2.16.840.1.113883.3.5025.9721","Aspirus Health System","2.16.840.1.113883.3.5025","EpicCare Inpatient","34"
"MDCH_SYNDROMICIG","Aspirus Ontonagon Hospital","2.16.840.1.113883.3.5025.9701","Aspirus Health System","2.16.840.1.113883.3.5025","EpicCare Inpatient","34"
"MDCH_SYNDROMICIG","Baraga County Memorial Hospital","2.16.840.1.113883.3.4336","Baraga County","2.16.840.1.113883.3.4336","CPSI","35"
"MDCH_SYNDROMICIG","Beaumont Hospital - Dearborn (Oakwood Dearborn)","2.16.840.1.113883.3.5128","Oakwood Health System","2.16.840.1.113883.3.5423","Epic","81"
"MDCH_SYNDROMICIG","Beaumont Hospital - Grosse Pointe","2.16.840.1.113883.3.1097.405","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","Beaumont Hospital - Royal Oak","2.16.840.1.113883.3.1097.105","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","Beaumont Hospital - Taylor (Oakwood Heritage)","2.16.840.1.113883.3.5140","Oakwood Health System","2.16.840.1.113883.3.5423","Epic","81"
"MDCH_SYNDROMICIG","Beaumont Hospital - Trenton (Oakwood Southshore)","2.16.840.1.113883.3.5139","Oakwood Health System","2.16.840.1.113883.3.5423","Epic","81"
"MDCH_SYNDROMICIG","Beaumont Hospital - Troy","2.16.840.1.113883.3.1097.205","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","Beaumont Hospital - Wayne (Oakwood Annapolis)","2.16.840.1.113883.3.5141","Oakwood Health System","2.16.840.1.113883.3.5423","Epic","81"
"MDCH_SYNDROMICIG","Bell Hospital ER","2.16.840.1.113883.3.4042","Lifepoint Hospitals","2.16.840.1.113883.3.2169","Meditech","51"
"MDCH_SYNDROMICIG","Big Rapids Hospital","1.3.6.1.4.1.32898.1.4.2.80","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner Millennium","6A"
"MDCH_SYNDROMICIG","Bixby Medical Center","2.16.840.1.113883.3.5416.1.81.2","ProMedica","2.16.840.1.113883.3.5416.1.81","McKesson Horizon Clinicals","64"
"MDCH_SYNDROMICIG","Blodgett Hospital","1.3.6.1.4.1.32898.1.4.2.12","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Borgess Medical Center","2.16.840.1.113883.3.891.1000","Borgess Health","2.16.840.1.113883.3.891","Cerner HealthSentry","37"
"MDCH_SYNDROMICIG","Borgess-Lee Memorial Hospital - Dowagiac","2.16.840.1.113883.3.891.1","Borgess Health","2.16.840.1.113883.3.891","Cerner HealthSentry","37"
"MDCH_SYNDROMICIG","Borgess-Pipp Hospital","2.16.840.1.113883.3.891.2","Borgess Health","2.16.840.1.113883.3.891","Cerner HealthSentry","37"
"MDCH_SYNDROMICIG","Botsford General Hospital","2.16.840.1.113883.3.4730.200","Beaumont Health System","2.16.840.1.113883.3.1097","Epic","38"
"MDCH_SYNDROMICIG","Bronson Battle Creek","2.16.840.1.113883.3.137.4.70","Bronson Healthcare Group","2.16.840.1.113883.3.4771","EpicCare Ambulatory","39"
"MDCH_SYNDROMICIG","Bronson Battle Creek Outpatient Center - Beckley Road Urgent Care","2.16.840.1.113883.3.4771.122","Bronson Healthcare Group","2.16.840.1.113883.3.4771","Epic","39"
"MDCH_SYNDROMICIG","Bronson LakeView","2.16.840.1.113883.3.4771.2","Bronson Healthcare Group","2.16.840.1.113883.3.4771","EpicCare Ambulatory","39"
"MDCH_SYNDROMICIG","Bronson Methodist","2.16.840.1.113883.3.4771.1","Bronson Healthcare Group","2.16.840.1.113883.3.4771","EpicCare Ambulatory","39"
"MDCH_SYNDROMICIG","Bronson Vicksburg","2.16.840.1.113883.3.4771.3","Bronson Healthcare Group","2.16.840.1.113883.3.4771","EpicCare Ambulatory","39"
"MDCH_SYNDROMICIG","Butterworth Hospital","1.3.6.1.4.1.32898.1.4.2.11","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Campbell Urgent Care","2.16.840.1.113883.3.1097.9.90470101","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","Charlevoix Area Hospital","2.16.840.1.113883.17.45","Charlevoix Area Hospital","2.16.840.1.113883.17.45","Cerner Powerchart","3B"
"MDCH_SYNDROMICIG","Community Health Center of Branch County","2.16.840.1.113883.3.2403.6","Community Health Center of Branch County","2.16.840.1.113883.3.2403","Meditech","3D"
"MDCH_SYNDROMICIG","Covenant Emergency Care Center","2.16.840.1.113883.3.5044.86","Covenant Healthcare","2.16.840.1.113883.3.5044","EpicCare Ambulatory","3E"
"MDCH_SYNDROMICIG","Crittenton Hospital","2.16.840.1.113883.3.1364.1","Crittenton Hospital Medical Center","2.16.840.1.113883.3.1364","Cerner Patient Portal and PowerChart","3F"
"MDCH_SYNDROMICIG","Dickinson County Memorial Hospital","2.16.840.1.113883.3.4656.2","Dickinson County Healthcare System","2.16.840.1.113883.3.4656","McKesson Paragon","42"
"MDCH_SYNDROMICIG","DMC Childrens Hospital of Michigan","2.16.840.1.113883.3.801.4.5","Detroit Medical Center","2.16.840.1.113883.3.801","Cerner CIS","41"
"MDCH_SYNDROMICIG","DMC Detroit Receiving Hospital","2.16.840.1.113883.3.801.4.2","Detroit Medical Center","2.16.840.1.113883.3.801","Cerner CIS","41"
"MDCH_SYNDROMICIG","DMC Harper-Hutzel Hospital","2.16.840.1.113883.3.801.4.1","Detroit Medical Center","2.16.840.1.113883.3.801","Cerner CIS","41"
"MDCH_SYNDROMICIG","DMC Huron Valley-Sinai Hospital","2.16.840.1.113883.3.801.4.4","Detroit Medical Center","2.16.840.1.113883.3.801","Cerner CIS","41"
"MDCH_SYNDROMICIG","DMC Sinai-Grace Hospital","2.16.840.1.113883.3.801.4.3","Detroit Medical Center","2.16.840.1.113883.3.801","Cerner CIS","41"
"MDCH_SYNDROMICIG","Eaton Rapids Medical Center ED","2.16.840.1.113883.3.5342.11","Eaton Rapids Medical Center","2.16.840.1.113883.3.5342","Meditech","44"
"MDCH_SYNDROMICIG","Eaton Rapids Medical Center Urgent Care","2.16.840.1.113883.17.3911.1","Eaton Rapids Medical Center","2.16.840.1.113883.3.5342","Meditech","44"
"MDCH_SYNDROMICIG","Garden City Hospital","2.16.840.1.113883.3.5416.1.85.1","Garden City Hospital","2.16.840.1.113883.3.5416.1.85","Siemens Soariam","45"
"MDCH_SYNDROMICIG","Genesys Regional Medical Center","2.16.840.1.113883.3.1696","Genesys Health System","2.16.840.1.113883.3.1696","Allscripts","46"
"MDCH_SYNDROMICIG","Grand Blanc Urgent Care","2.16.840.1.113883.3.3413.7","Hurley Medical Center","2.16.840.1.113883.3.3413","EpicCare Ambulatory","4D"
"MDCH_SYNDROMICIG","Harbor Beach Community Hospital","2.16.840.1.113883.3.5330.1","Harbor Beach Community Hospital","2.16.840.1.113883.3.5330","CPSI","47"
"MDCH_SYNDROMICIG","Hayes Green Beach Memorial Hospital","2.16.840.1.113883.3.5416.1.70.1","Hayes Green Beach Memorial Hospital","2.16.840.1.113883.3.5416.1.70","Meditech","48"
"MDCH_SYNDROMICIG","Helen DeVos Childrens Hospital","1.3.6.1.4.1.32898.1.4.2.13","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Helen Newberry Joy Hospital","2.16.840.1.113883.3.5416.1.467.1","Helen Newberry Joy Hospital","2.16.840.1.113883.3.5416.1.467","Healthland Centriq","49"
"MDCH_SYNDROMICIG","Henry Ford Cottage","2.16.840.1.113883.3.3823.101014","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Fairlane","2.16.840.1.113883.3.3823.101018","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Macomb HC - Bruce Township Urgent Care","2.16.840.1.113883.3.3823.106003","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Macomb HC - Chesterfield Urgent Care","2.16.840.1.113883.3.3823.106004","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Macomb HC - Fraser Urgent Care","2.16.840.1.113883.3.3823.106005","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Macomb Hospital","2.16.840.1.113883.3.3823.106","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Inpatient","C4"
"MDCH_SYNDROMICIG","Henry Ford Macomb Hospital-Mt. Clemens","2.16.840.1.113883.3.3823.106002","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Main Campus","2.16.840.1.113883.3.3823.101","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Inpatient","C4"
"MDCH_SYNDROMICIG","Henry Ford Sterling Heights","2.16.840.1.113883.3.3823.101032","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford West Bloomfield","2.16.840.1.113883.3.3823.104","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Inpatient","C4"
"MDCH_SYNDROMICIG","Henry Ford Wyandotte Brownstown","2.16.840.1.113883.3.3823.105002","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Ambulatory","C4"
"MDCH_SYNDROMICIG","Henry Ford Wyandotte Hospital","2.16.840.1.113883.3.3823.105","Henry Ford Health System","2.16.840.1.113883.3.3823","EpicCare Inpatient","C4"
"MDCH_SYNDROMICIG","Herrick Medical Center","2.16.840.1.113883.3.5416.1.81.1","ProMedica","2.16.840.1.113883.3.5416.1.81","McKesson Horizon Clinicals","64"
"MDCH_SYNDROMICIG","Hills and Dales General Hospital","2.16.840.1.113883.3.5416.1.6.1","Covenant Healthcare","2.16.840.1.113883.3.5044","Epic Hyperspace","3E"
"MDCH_SYNDROMICIG","Hillsdale Hospital","2.16.840.1.113883.3.4472","Hillsdale Community Health Center","2.16.840.1.113883.3.4472","CPSI","4B"
"MDCH_SYNDROMICIG","Holland Hospital","2.16.840.1.113883.3.1158.1","Holland Hospital","2.16.840.1.113883.3.1158","Cerner Millennium","4C"
"MDCH_SYNDROMICIG","Hurley Medical Center","2.16.840.1.113883.3.3413.4","Hurley Medical Center","2.16.840.1.113883.3.3413","EpicCare Ambulatory","4D"
"MDCH_SYNDROMICIG","Hurley Urgent Care","2.16.840.1.113883.3.3413.6","Hurley Medical Center","2.16.840.1.113883.3.3413","EpicCare Ambulatory","4D"
"MDCH_SYNDROMICIG","Huron Medical Center","2.16.840.1.113883.3.4659","Huron Medical Center","2.16.840.1.113883.3.4659","CPSI","4E"
"MDCH_SYNDROMICIG","IHA After Hours Care - Brighton Urgent Care","2.16.840.1.113883.3.5416.1.93.4","IHA","2.16.840.1.113883.3.5416.1.93","NextGen Ambulatory","C3"
"MDCH_SYNDROMICIG","IHA Urgent Care - Dominos Farms","2.16.840.1.113883.3.5416.1.93.74","IHA","2.16.840.1.113883.3.5416.1.93","NextGen Ambulatory","C3"
"MDCH_SYNDROMICIG","IHA Urgent Care - Livingston","2.16.840.1.113883.3.5416.1.93.75","IHA","2.16.840.1.113883.3.5416.1.93","NextGen Ambulatory","C3"
"MDCH_SYNDROMICIG","Kalkaska Memorial Health Center","2.16.840.1.113883.3.3255","Munson Healthcare","2.16.840.1.113883.3.5416.1.33","eClinicalWorks","5C"
"MDCH_SYNDROMICIG","Lakeland Community Hospital Niles ED","2.16.840.1.113883.17.162","Lakeland HealthCare","2.16.840.1.113883.3.3846","EpicCare Inpatient","50"
"MDCH_SYNDROMICIG","Lakeland Community Hospital Watervliet ED","2.16.840.1.113883.17.159","Lakeland HealthCare","2.16.840.1.113883.3.3846","EpicCare Inpatient","50"
"MDCH_SYNDROMICIG","Lakeland Regional Medical Center ED","2.16.840.1.113883.17.160","Lakeland HealthCare","2.16.840.1.113883.3.3846","EpicCare Inpatient","50"
"MDCH_SYNDROMICIG","Lakes Urgent Care- Livonia","2.16.840.1.113883.3.5416.1.1632.2","Lakes Urgent Care","2.16.840.1.113883.3.5416.1.1632","DocuTap","E5"
"MDCH_SYNDROMICIG","Lakes Urgent Care- West Bloomfield","2.16.840.1.113883.3.5416.1.1632.1","Lakes Urgent Care","2.16.840.1.113883.3.5416.1.1632","DocuTap","E6"
"MDCH_SYNDROMICIG","Mackinac Island Medical Center ER","2.16.840.1.113883.3.5416.1.1485.3","Mackinac Straits Health Systems","2.16.840.1.113883.3.5416.1.1485","McKesson Practice Partner","7A"
"MDCH_SYNDROMICIG","Mackinac Straits Hospital ER","2.16.840.1.113883.3.5416.1.1485.1","Mackinac Straits Health Systems","2.16.840.1.113883.3.5416.1.1485","McKesson Practice Partner","7A"
"MDCH_SYNDROMICIG","Marlette Regional Hospital ER","2.16.840.1.113883.4.497.1","Marlette Regional Hospital","2.16.840.1.113883.4.497","Cerner Powerchart Health Sentry","52"
"MDCH_SYNDROMICIG","Marquette General Hospital - Marquette","2.16.840.1.113883.3.2533.200","Marquette General Health System","2.16.840.1.113883.3.2533","McKesson Paragon","53"
"MDCH_SYNDROMICIG","McKenzie Memorial Hospital","2.16.840.1.113883.3.4806.1","McKenzie Health System","2.16.840.1.113883.3.4806","CPSI","54"
"MDCH_SYNDROMICIG","McLaren Bay Region","2.16.840.1.113883.3.4376.400","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Central Michigan","2.16.840.1.113883.3.4376.700","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Flint","2.16.840.1.113883.3.4376.100","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Greater Lansing","2.16.840.1.113883.3.4376.300","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Lapeer Region","2.16.840.1.113883.3.4376.200","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Macomb","2.16.840.1.113883.3.4376.600","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Macomb Urgent Care","2.16.840.1.113883.3.4376.600.100","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Northern Michigan","2.16.840.1.113883.3.4376.800","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","Cerner Power Chart","55"
"MDCH_SYNDROMICIG","McLaren Northern Michigan - Cheboygan Community Medical Center","2.16.840.1.113883.3.4376.800.100","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Oakland","2.16.840.1.113883.3.4376.500","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Oakland Urgent Care","2.16.840.1.113883.3.4376.500.100","McLaren Healthcare Corporation","2.16.840.1.113883.3.4376","McKesson Paragon","55"
"MDCH_SYNDROMICIG","McLaren Port Huron ED","2.16.840.1.113883.3.2108","McLaren Port Huron Hospital","2.16.840.1.113883.3.2108","McKesson Paragon","56"
"MDCH_SYNDROMICIG","MDHHS","2.16.840.1.113883.3.5416","MDHHS","2.16.840.1.113883.3.5416","NA","E9"
"MDCH_SYNDROMICIG","Memorial Hospital","2.16.840.1.113883.3.992","Memorial Healthcare","2.16.840.1.113883.3.992","Meditech","57"
"MDCH_SYNDROMICIG","Mercy Health Lakeshore Campus","2.16.840.1.113883.3.137.4.40","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","Mercy Health Partners - Hackley Campus","2.16.840.1.113883.3.137.4.30","Trinity Health","2.16.840.1.113883.3.137","Cerner PowerChart Millennium","6E"
"MDCH_SYNDROMICIG","Mercy Health Saint Marys Grand Rapids","2.16.840.1.113883.3.137.10","Trinity Health","2.16.840.1.113883.3.137","Cerner PowerChart Millennium","6E"
"MDCH_SYNDROMICIG","Mercy Hospital Muskegon","2.16.840.1.113883.3.137.4.20","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","Metro Health Emergency Dept","2.16.840.1.113883.3.3372","Metro Health","2.16.840.1.113883.3.3372","EpicCare Ambulatory","59"
"MDCH_SYNDROMICIG","MidMichigan Medical Center - Clare","2.16.840.1.113883.3.1738.1","MidMichigan Health System","2.16.840.1.113883.3.1738","Cerner Millennium","5A"
"MDCH_SYNDROMICIG","MidMichigan Medical Center - Gladwin","2.16.840.1.113883.3.1738.2","MidMichigan Health System","2.16.840.1.113883.3.1738","Cerner Millennium","5A"
"MDCH_SYNDROMICIG","MidMichigan Medical Center - Gratiot","2.16.840.1.113883.3.1738.3","MidMichigan Health System","2.16.840.1.113883.3.1738","Cerner Millennium","5A"
